audio_path,spect_path,annot_path,annot_format,duration,timebin_dur,split
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1445.1330.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1445.1330.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1445.1330.cbin.not.mat,notmat,7.908,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1445.1332.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1445.1332.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1445.1332.cbin.not.mat,notmat,11.07,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1500.1357.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1500.1357.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1500.1357.cbin.not.mat,notmat,9.882,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1504.1383.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1504.1383.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1504.1383.cbin.not.mat,notmat,10.08,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1507.1395.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1507.1395.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1507.1395.cbin.not.mat,notmat,13.254,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1510.1405.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1510.1405.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1510.1405.cbin.not.mat,notmat,14.768,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1514.1426.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1514.1426.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1514.1426.cbin.not.mat,notmat,13.166,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1524.1450.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1524.1450.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1524.1450.cbin.not.mat,notmat,11.602,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1529.1463.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1529.1463.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1529.1463.cbin.not.mat,notmat,11.562,0.002,val
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1531.1472.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1531.1472.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1531.1472.cbin.not.mat,notmat,21.666,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1531.1478.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1531.1478.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1531.1478.cbin.not.mat,notmat,13.246,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1533.1490.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1533.1490.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1533.1490.cbin.not.mat,notmat,16.034,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1534.1496.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1534.1496.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1534.1496.cbin.not.mat,notmat,8.49,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1538.1514.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1538.1514.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1538.1514.cbin.not.mat,notmat,11.572000000000001,0.002,val
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1542.1532.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1542.1532.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1542.1532.cbin.not.mat,notmat,12.526,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1546.1553.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1546.1553.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1546.1553.cbin.not.mat,notmat,13.054,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1564.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1555.1564.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1564.cbin.not.mat,notmat,7.09,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1565.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1555.1565.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1565.cbin.not.mat,notmat,8.434000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1569.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1555.1569.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1555.1569.cbin.not.mat,notmat,13.758000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1556.1570.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1556.1570.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1556.1570.cbin.not.mat,notmat,11.586,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1556.1573.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1556.1573.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1556.1573.cbin.not.mat,notmat,10.13,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1557.1574.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1557.1574.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1557.1574.cbin.not.mat,notmat,6.074,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1558.1578.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1558.1578.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1558.1578.cbin.not.mat,notmat,8.974,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1600.1580.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1600.1580.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1600.1580.cbin.not.mat,notmat,12.69,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1610.1590.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1610.1590.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1610.1590.cbin.not.mat,notmat,12.948,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1615.1609.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1615.1609.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1615.1609.cbin.not.mat,notmat,11.288,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1615.1610.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1615.1610.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1615.1610.cbin.not.mat,notmat,13.806000000000001,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1624.1618.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1624.1618.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1624.1618.cbin.not.mat,notmat,11.484,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1629.1643.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1629.1643.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1629.1643.cbin.not.mat,notmat,10.184000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1743.1686.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1743.1686.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1743.1686.cbin.not.mat,notmat,10.894,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1743.1687.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1743.1687.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1743.1687.cbin.not.mat,notmat,10.346,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1744.1688.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1744.1688.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1744.1688.cbin.not.mat,notmat,10.424,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1813.1703.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1813.1703.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1813.1703.cbin.not.mat,notmat,10.696,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1815.1705.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1815.1705.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1815.1705.cbin.not.mat,notmat,14.652000000000001,0.002,test
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1817.1706.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1817.1706.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1817.1706.cbin.not.mat,notmat,8.736,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1857.1722.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1857.1722.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1857.1722.cbin.not.mat,notmat,10.884,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1857.1723.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1857.1723.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1857.1723.cbin.not.mat,notmat,11.426,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1906.1738.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1906.1738.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1906.1738.cbin.not.mat,notmat,12.952,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1927.1751.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1927.1751.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1927.1751.cbin.not.mat,notmat,11.264,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1943.1766.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1943.1766.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1943.1766.cbin.not.mat,notmat,11.352,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1944.1768.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1944.1768.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1944.1768.cbin.not.mat,notmat,10.192,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1957.1780.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_1957.1780.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_1957.1780.cbin.not.mat,notmat,10.716000000000001,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_2011.1809.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_baseline_220312_2011.1809.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_baseline_220312_2011.1809.cbin.not.mat,notmat,9.58,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1234.5464.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1234.5464.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1234.5464.cbin.not.mat,notmat,11.65,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1239.5501.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1239.5501.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1239.5501.cbin.not.mat,notmat,11.262,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1303.5702.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1303.5702.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1303.5702.cbin.not.mat,notmat,11.362,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1303.5709.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1303.5709.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1303.5709.cbin.not.mat,notmat,10.07,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1307.5734.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1307.5734.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1307.5734.cbin.not.mat,notmat,8.74,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1308.5746.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1308.5746.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1308.5746.cbin.not.mat,notmat,10.074,0.002,train
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1308.5748.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1308.5748.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1308.5748.cbin.not.mat,notmat,7.018,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1309.5750.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1309.5750.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1309.5750.cbin.not.mat,notmat,8.328,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1309.5753.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1309.5753.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1309.5753.cbin.not.mat,notmat,6.184,0.002,None
D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1334.5956.cbin,D:\BengaleseFinches\gy6or6\vak\spectrograms_generated_200727_091134\gy6or6_washout_130312_1334.5956.cbin.spect.npz,D:\BengaleseFinches\gy6or6\032212\gy6or6_washout_130312_1334.5956.cbin.not.mat,notmat,8.758000000000001,0.002,train
